LS/MIRALLE|10015|0|0|12/01/2009|ENRIQUE MIRALLES MESEGUER|PELAYO 5  1  1|
LS/MARGARI|12240|0,4|0,49|12/01/2009|JUAN MARGARIT BOSCA|JAUME I   1   1|
LS/MEDIBELI|1281|0|0|12/01/2009|MEDIBELIA S.L.|PLAZA DEL AYUNTAMIENTO 8  1  IZQ|
LS/OSTEOPO|12827|0|0|12/01/2009|CENTRO DE DIAGNOSTICO DE OSTEOPOROSIS|NAVARRA 8 B|
LS/LESPLAI|12867|0|0|12/01/2009|CLINICA DENTAL LESPLAI DORRIOLS S.L.|MOTILLA DEL PALANCAR 34  BAJO|
LS/AESTUDIO|13040|0|0|12/01/2009|ESTUDIO DENTAL 2007 S.L|FRANCESC TARAFA 4 BLOQUE B BAJO|
LS/AVILLAZA|13043|0|0|12/01/2009|CENTRO ODONTOLOGICO VILLAZAN S.L.|FRANCESC MACIA 71 BAJOS|
LS/AESTUDIO|13066|0|0|12/01/2009|ESTUDIO DENTAL 2007 S.L|FRANCESC TARAFA 4 BLOQUE B BAJO|
LS/BREVAD|13121|0|0|12/01/2009|BREVA DENTAL C.B.|CERDAN DE TALLADA 77 BAJO|
LS/BRAMS|13146|0|0|12/01/2009|DANIEL BALLESTER RAMS|PLAZA DE LOS PUEBLOS  3  BAJO IZQ|
LS/BRAMS|13148|0|0|12/01/2009|DANIEL BALLESTER RAMS|PLAZA DE LOS PUEBLOS  3  BAJO IZQ|
LS/TOOTHH|13150|0|0,1|12/01/2009|TOOTH HOUSE S.L.|AVDA DE BARBERA  85|
LS/AEATVIGO|13165|0|0|12/01/2009|AGEN ESTATAL  ADMIST TRIBUT-VIGO|ARENAL 1   3|
LS/AEATVIGO|13166|0|0|12/01/2009|AGEN ESTATAL  ADMIST TRIBUT-VIGO|ARENAL 1   3|
LS/AEATVIGO|13167|0|0|12/01/2009|AGEN ESTATAL  ADMIST TRIBUT-VIGO|ARENAL 1   3|
LS/AVILLAZA|13193|0|0|12/01/2009|CENTRO ODONTOLOGICO VILLAZAN S.L.|FRANCESC MACIA 71 BAJOS|
LS/AVILLAZA|13194|0|0|12/01/2009|CENTRO ODONTOLOGICO VILLAZAN S.L.|FRANCESC MACIA 71 BAJOS|
LS/APEIRO|13209|0|0|12/01/2009|JESUS PEIRO PEIRO|CURA PLEBON 3 PUERTA1|
LS/MILLORDE|13224|0|0|12/01/2009|MILLORDENT S.L.|MOSSEN BLANCH 18 BAJO|
LS/CORTES|13225|0|0|12/01/2009|JUAN BAUTISTA CORTES FERNANDEZ|DR NICASIO BENLLOCH 5 BAJO  66|
LS/CESCP|13286|0,17|0,17|12/01/2009|CESC PEIRO S.L.|PINTOR BENEDITO 10 5|
LS/BREVA|13369|0|0|12/01/2009|BREVA DENTAL C.B.- BENLLOCH|EN MEDIO 5 BAJO|
LS/ABREVA|13370|0|0|12/01/2009|BREVA DENTAL C.B.-CASTELLON-|AVENIDA DR CLARA 36 ENTLO|
LS/CESCP|13431|0,14|0,18|12/01/2009|CESC PEIRO S.L.|PINTOR BENEDITO 10 5|
LS/SDO|13433|0|0|12/01/2009|SERVICIOS ODONTOLOGICOS DENTAL S.L.P.|CALLOSA DE ENSARRIA 9 BAJO IZQ|
LS/SDO|13467|0|0|12/01/2009|SERVICIOS ODONTOLOGICOS DENTAL S.L.P.|CALLOSA DE ENSARRIA 9 BAJO IZQ|
LS/EGREGORI|1456|0|0|12/01/2009|EULALIA GREGORI  SERRANO|AUSIAS MARCH 22 1|
LS/IVDID|150|0|0|12/01/2009|ITTO VCIANO DE IMPLANTOLOGIA DENTAL C.B.|QUART 66 BAJO IZQUIERDA|
LS/CDBETA|1710|0|0|12/01/2009|CLINIQUES MEDIQUES DENTALS BETA S.L.|PLAZA PRADO COMARCAL 21 BAJO|
Z0000002317|1744|0|0|12/01/2009|JOSE F BALLESTER FERRANDIS -CASTELLON-|RIO ADRA 30 BAJO|
LS/ALLANOS|2036|0,1|0,15|12/01/2009|CLINICA DENTAL LOS LLANOS S.L.|ALFREDO ATIENZA  6  1  C|
Z0000000031|2090|0|0|12/01/2009|CLINICA DENTAL DR. JOSE ANTONIO HERRERO|G.V. FERNANDO EL CATOLICO 66 1º 1ª|
C3/BARELLE|214|0|0|12/01/2009|BARELLES-GARCIA VILAR C.B.|RAMON ASENSIO 13 1 B|
Z0000000063|240|0|0|12/01/2009|CLINICA DENTAL DR. GARCIA MARTINEZ|GUILLEN DE CASTRO 69|
C3/DVIGUER|30083|0|0|12/01/2009|CLINICA DENTAL DRA MAITE VIGUER|GENERAL AVILES 35 5|
C3/ZARAGOZ|30091|0|0|12/01/2009|ZARAGOZA-GONZALEZ C.B.  -BENIMACLET-|DR VICENTE ZARAGOZA 9 ESC A 14|
C3/VIRM|30113|0|0|12/01/2009|VIRMA C.B.|ANTONIA DONDERIS  9  1|
C3/ZGONZALE|30155|0|0|12/01/2009|ZARAGOZA-GONZALEZ C.B.  -P REIG-|PRIMADO REIG 64 2|
C3/GONZALEZ|30182|0|0|12/01/2009|ZARAGOZA-GONZALEZ C.B.|G V RAMON Y CAJAL 26  2  6|
C3/CDMUÑOZ|30183|0|0|12/01/2009|CLINICAS DENTALES MUÑOZ MARTINEZ S.L|CALLE CERAMISTA ROS 7 6|
C3/CDMUÑOZ|30199|0|0|12/01/2009|CLINICAS DENTALES MUÑOZ MARTINEZ S.L|CALLE CERAMISTA ROS 7 6|
C3/MARTORE|30223|0|0|12/01/2009|CLINICA DENTAL DR LUIS MARTORELL|GRAN VIA GERMANIAS 31 ESC B 3|
C3/ALBORAY|30331|0|0|12/01/2009|CLINICA DENTAL ALBORAYA 10|ALBORAYA 10|
C3/CDEDITH|30498|0|0|12/01/2009|CLINICA DENTAL EDITH LUISA PEREZ|AV COSTABLANCA 21 CTO COMERCIAL VENECIA LOCAL 23|
LS/INTEGR|30503|0,11|0,1|12/01/2009|CLINICA DENTAL INTEGRADA|AVENIDA BLASCO IBAÑEZ  94  3|
C3/DMMSC|30596|0|0|12/01/2009|M.M.S.C.|CALLE CUENCA 25 2|
C3/DSALA|30604|0|0|12/01/2009|CLINICA DENTAL ANTONIO SALA S.L.|CALLE SAN VICENTE MARTIR  2   1 B|
C3/CDMUÑOZ|30615|0|0|12/01/2009|CLINICAS DENTALES MUÑOZ MARTINEZ S.L|CALLE CERAMISTA ROS 7 6|
C3/DSALA|30620|0|0|12/01/2009|CLINICA DENTAL ANTONIO SALA S.L.|CALLE SAN VICENTE MARTIR  2   1 B|
C3/DPASTOR|30630|0|0|12/01/2009|PEDRO PABLO PASTOR CASAS|AMADEO I 16 1 B|
LS/CSALUD|30658|0|0|12/01/2009|CASA SALUD -MEDICINA NUCLEAR-|MANUEL CANDELA 41|
C3/DISABEL|30705|0|0|12/01/2009|ISABEL SALVADOR MARTINEZ|CASTAN TOBEÑAS 60 4|
LS/CSALUD|30745|0|0,12|12/01/2009|CASA SALUD -MEDICINA NUCLEAR-|MANUEL CANDELA 41|
LS/ACIMS|308|0|0|12/01/2009|CENTRO INVEST MEDICO SANITARIA|MARQUES DE BECCARIA 3 CAMPUS TEATINOS|
C3/JFRANCO|30855|0|0|12/01/2009|CLINICA DENTAL JOSE FRANCO SOLA|PUERTO RICO 36 4|
LS/DIEGOP|30925|0|0|12/01/2009|DIEGO PALLARES GARCIA|GRAN VIA RAMON Y CAJAL 31 3|
LS/TORRELL|30928|0|0|12/01/2009|FERNANDO TORRELLA FRANCES|MAYOR 13 1|
C3/NEW|31144|0|0,11|12/01/2009|NEW SMILE, S.A.|AVENIDA JOSE ORTIZ 17 1|
LS/DIEGOP|31188|0|0|12/01/2009|DIEGO PALLARES GARCIA|GRAN VIA RAMON Y CAJAL 31 3|
LS/SALVALS|3314|0|0|12/01/2009|SCIEDAD. ASISTENCIAL SANITARIA VALENCIANA S.L.|EMIGRANTE VALENCIANO 4 BAJO|
LS/QUINTPAA|3377|0|0|12/01/2009|GUILLERMO JAVIER QUINTERO PARRA|METGE JOSE PEREZ FUSTER 22 BAJO DCHA|
LS/CLIDEN|3934|0|0|12/01/2009|CLIDENT, C.B.|SAN MARCELINO 22 2|
LS/AAMORA|4389|0|0|12/01/2009|ANTONIO ARISTIZABAL MORA -VALENCIA-|AVENIDA DEL CID 80 1|
LS/APICO|4391|0|0|12/01/2009|ALBERTO PICO RAMIREZ-VALENCIA-|CHURAT Y SAURI 16 BAJO IZQ -ESQ PL PATRAIX-|
LS/CDMONIC|4418|0|0|12/01/2009|CLINICA DENTAL MONICA P. LOPEZ GALINDO|DUQUE DE CALABRIA 17   1|
DESCON|4658|0,85|1,05|12/01/2009|DESCONOCIDA||
LS/ASCCL|4776|0|0|12/01/2009|ASC CLINIC S.L.|MATEMATICO MARZAL  11  BAJO  D|
Z0000002317|5042|0|0|12/01/2009|JOSE F BALLESTER FERRANDIS -CASTELLON-|RIO ADRA 30 BAJO|
Z0000000063|524|0|0|12/01/2009|CLINICA DENTAL DR. GARCIA MARTINEZ|GUILLEN DE CASTRO 69|
LS/CONATOS|5328|0|0|12/01/2009|CENTRO ODONTOLOGICO GNATHOS S.L|PLAZA DE LA PAZ 12|
LS/ORTEGA|5373|0|0|12/01/2009|CLINICA DENTAL JORGE ORTEGA|AGUSTIN SALES 1 2 BAJO IZQ|
LS/CONATOS|5756|0|0|12/01/2009|CENTRO ODONTOLOGICO GNATHOS S.L|PLAZA DE LA PAZ 12|
LS/CONATOS|618|0|0|12/01/2009|CENTRO ODONTOLOGICO GNATHOS S.L|PLAZA DE LA PAZ 12|
Z0000000063|642|0|0|12/01/2009|CLINICA DENTAL DR. GARCIA MARTINEZ|GUILLEN DE CASTRO 69|
LS/MULTISC|6511|0|0|12/01/2009|MULTISCAN TECHNOLOGIES S.L.|POLG IND ELS ALGARS C/ LA SAFOR 2|
LS/CDSARRI|653|0|0|12/01/2009|CLINICA DENTAL DR. JAVIER SARRION|JOSE GROLLO 60|
LS/CEMESA|6642|0|0|12/01/2009|CENTROS MEDICOS DE SALUD DENTAL S.L.|ALFAHUIR  6  BAJO|
LS/MCANUTI|6887|0|0|12/01/2009|C MARTINEZ CANUT INTEGR ODONTOLOGICA S.L.|AMADEO ROCA  3|
DESCON|69|0,79|1,01|12/01/2009|DESCONOCIDA||
LS/APICOR|7003|0|0|12/01/2009|ALBERTO PICO RAMIREZ-C D SONRIURE|AVDA SANTA MARI DEL PUIG   69  BAJO  IZQ|
LS/DENTSLLE|7167|0|0|12/01/2009|CLINICA DENTAL DENTS -LLEIDA-|PRAT DE LA RIBA 77|
LS/BALLEFE|7510|0|0|12/01/2009|JOSE F BALLESTER FERRANDIS -VALENCIA-|PLAZA ESPAÑA 5 6 10|
LS/CSALUD|7526|0|0|12/01/2009|CASA SALUD -MEDICINA NUCLEAR-|MANUEL CANDELA 41|
LS/AZARA|7687|0|0|12/01/2009|CLINICA DENTAL AZARA|CORA RAGA 6 BAJO|
LS/BREVAD|7755|0|0|12/01/2009|BREVA DENTAL C.B.|CERDAN DE TALLADA 77 BAJO|
LS/DUNYAMAR|935|0,25|0,29|12/01/2009|DUNYA-MAR S.L. -CL VETERINARIA EUROCAN-|AVD. GERMANIAS 7 C|
Z0000000062|938|0|0|12/01/2009|CLINICA DENTAL DR. SANCHEZ ACEDO (VALENCIA)|NORTE 15 BAJO|
LS/ARGEN|99|0|0|12/01/2009|ASUNCION ARGENT GONZALEZ|MOTILLA DEL PALANCAR 25 BAJO|
LS/LAMS|15015|0|0|19/01/2009|LAMSE S.L.|PASEO IMPERIAL  6  2 A|
DESCON|15025|0|1,26|19/01/2009|DESCONOCIDA||
LS/GUERRER|10004|0,12|0,12|23/01/2009|RUBEN GUERRERO MADRID|VICENTE BOIX 5 2|
LS/CDROSA|10144|0|0|23/01/2009|CLINICA DENTAL FONT DE LA ROSA S.L.|REINO DE VALENCIA 2 BAJO|
C3/MUÑOZ|10220|0|0|23/01/2009|CLINICA DENTAL MILAGROS MUÑOZ GUTIERREZ|SAN BERNART Y LES GERMANES 7 BAJO|
LS/MEDICS|10530|0|0|23/01/2009|MEDICSER S.L.|RONDA SUR 18 BAJO-AP CORREOS 26-|
LS/CDNORED|10578|0|0|23/01/2009|CLINICA DENTAL NOREDENT 2000|JOAN MIRO 12   2|
LS/CDIPF|11059|0|0|23/01/2009|CENTRO DE INVESTIGACION PRINCIPE FELIPE|EP AV AUTOPISTA DEL SALER 16 (JUNTO OCEANOGRAFIC)|
LS/CDIPF|11063|0|0|23/01/2009|CENTRO DE INVESTIGACION PRINCIPE FELIPE|EP AV AUTOPISTA DEL SALER 16 (JUNTO OCEANOGRAFIC)|
LS/CDIPF|11064|0|0|23/01/2009|CENTRO DE INVESTIGACION PRINCIPE FELIPE|EP AV AUTOPISTA DEL SALER 16 (JUNTO OCEANOGRAFIC)|
LS/CDIPF|11065|0|0|23/01/2009|CENTRO DE INVESTIGACION PRINCIPE FELIPE|EP AV AUTOPISTA DEL SALER 16 (JUNTO OCEANOGRAFIC)|
LS/CDIPF|11066|0|0|23/01/2009|CENTRO DE INVESTIGACION PRINCIPE FELIPE|EP AV AUTOPISTA DEL SALER 16 (JUNTO OCEANOGRAFIC)|
LS/CDIPF|11070|0|0|23/01/2009|CENTRO DE INVESTIGACION PRINCIPE FELIPE|EP AV AUTOPISTA DEL SALER 16 (JUNTO OCEANOGRAFIC)|
LS/CDIPF|11149|0|0|23/01/2009|CENTRO DE INVESTIGACION PRINCIPE FELIPE|EP AV AUTOPISTA DEL SALER 16 (JUNTO OCEANOGRAFIC)|
LE/CLIDEB|11217|0|0|23/01/2009|CLIDEBA -QUIROFANO-|ELADIO SALINERO DE SANTOS 6|
LS/DCARPE|11350|0|0|23/01/2009|DENTAL CARPE C.B.|GREGORIO CASASEMPERE JUAN 21 BAJO|
Z0000000002|115|0|0|23/01/2009|CLINICA PEDIADENT S.L.|INGENIERO JOAQUIN BENLLOCH 10  8|
LS/ABORONAT|11501|0|0|23/01/2009|ARACELI BORONAT LOPEZ-XATIVA|LA REINA 48 ESC B 1 C|
LS/DSORELLS|1169|0|0|23/01/2009|DENTAL SORELLS S.L.|SANTS DE LA PEDRA S/N BAJO|
LS/SCDJ|11700|0|0|23/01/2009|S C  DON JUAN DE AUSTRIA|DON JUAN DE AUSTRIA  38  5|
LS/CDIPF|11762|0|0|23/01/2009|CENTRO DE INVESTIGACION PRINCIPE FELIPE|EP AV AUTOPISTA DEL SALER 16 (JUNTO OCEANOGRAFIC)|
LS/MCANUT|11805|0|0|23/01/2009|PEDRO JUAN MARTINEZ CANUT|GUILLEM DE CASTRO 41 43 ENTLO|
LS/MCANUT|11831|0|0|23/01/2009|PEDRO JUAN MARTINEZ CANUT|GUILLEM DE CASTRO 41 43 ENTLO|
LS/CRMSL|11852|0|0|23/01/2009|CENTRO RADIOLOGICO MARITIMO, S.L.|POETA MAS Y ROS 96 BAJO|
LS/PLASTIN|1187|0|0|23/01/2009|PLASTICOS INDUSTRIALES S.A.|CTRA. BENETUSSER PAIPORTA K|
LS/ECELDA|11943|0|0|23/01/2009|CLINICA DENTAL DR EMILIO CELDA ZAHONERO|PLAZA DE LA CONCORDIA  8  5  9|
LS/CRUZROJA|11974|0|0|23/01/2009|CRUZ ROJA ESPAÑOLA-S. ODONTOLOGIA|VIDAL DE CANELLES 43 BAJO|
LS/CRUZROJA|11976|0|0|23/01/2009|CRUZ ROJA ESPAÑOLA-S. ODONTOLOGIA|VIDAL DE CANELLES 43 BAJO|
LS/CDIPF|12104|0|0|23/01/2009|CENTRO DE INVESTIGACION PRINCIPE FELIPE|EP AV AUTOPISTA DEL SALER 16 (JUNTO OCEANOGRAFIC)|
LS/CDIPF|12105|0|0|23/01/2009|CENTRO DE INVESTIGACION PRINCIPE FELIPE|EP AV AUTOPISTA DEL SALER 16 (JUNTO OCEANOGRAFIC)|
LS/CDIPF|12115|0|0|23/01/2009|CENTRO DE INVESTIGACION PRINCIPE FELIPE|EP AV AUTOPISTA DEL SALER 16 (JUNTO OCEANOGRAFIC)|
LS/ARIVES|12127|0,11|0,1|23/01/2009|INMACULADA RIVES PIC|RAMON GALLUD 21 1B|
LS/PLASTIN|1238|0|0|23/01/2009|PLASTICOS INDUSTRIALES S.A.|CTRA. BENETUSSER PAIPORTA K|
LS/RCUEVA|12826|0|0|23/01/2009|ROGER CUEVA GOIG|DE LES RENDES  10  BAJO|
Z0000003661|13115|0,14|0,16|23/01/2009|CLINICA DENTAL GODELLETA, S.L.|TAQUIGRAFO MARTI 14 1 2|
LS/JROSELL|13128|0|0|23/01/2009|JOSE FRANCISCO ROSELLO MORERA|JUAN DE GARAY 30 BAJO|
LS/BELTRAN|13163|0|0|23/01/2009|BELTRAN Y MUÑOZ DENTAL S.L.P.|L'ESCORREDOR 78  BAJO|
LS/BELTRAN|13164|0|0|23/01/2009|BELTRAN Y MUÑOZ DENTAL S.L.P.|L'ESCORREDOR 78  BAJO|
LS/ALEES|13189|0|0|23/01/2009|NATALIA LEES  OCHANDO|PASEO SAN JUAN BOSCO  32  1  1|
LS/ALEES|13190|0|0|23/01/2009|NATALIA LEES  OCHANDO|PASEO SAN JUAN BOSCO  32  1  1|
LS/RAFELD|13202|0|0|23/01/2009|RAFELDENT C.B.|REAL ACEQUIA DE MONCADA 1  BAJ|
LS/INFIAP|13217|0|0|23/01/2009|INFIA PLASTIC S.L.|POLIGONO S.P.I.  2  PARCELA  5|
LS/ARELLODR|13241|0|0|23/01/2009|MARTA PIERA LLODRA|REY DON JAIME 2 BAJO|
LS/SEMEREN|13262|0|0|23/01/2009|C DENTAL SEMERENA PEDROZA, S.L.|YECLA   7  BAJO|
LS/CDIPF|13270|0|0|23/01/2009|CENTRO DE INVESTIGACION PRINCIPE FELIPE|EP AV AUTOPISTA DEL SALER 16 (JUNTO OCEANOGRAFIC)|
LS/DCARPE|13312|0|0|23/01/2009|DENTAL CARPE C.B.|GREGORIO CASASEMPERE JUAN 21 BAJO|
LS/DCARPE|13320|0|0|23/01/2009|DENTAL CARPE C.B.|GREGORIO CASASEMPERE JUAN 21 BAJO|
C3/DAPARICI|13415|0|0|23/01/2009|CLINICA DENTAL DR APARICI -BENICASIM-|SANTO TOMAS 48 3|
LS/PLASTIN|1827|0,23|0,12|23/01/2009|PLASTICOS INDUSTRIALES S.A.|CTRA. BENETUSSER PAIPORTA K|
DESCON|1833|0,83|1,15|23/01/2009|DESCONOCIDA||
LS/CDIPF|2040|0|0|23/01/2009|CENTRO DE INVESTIGACION PRINCIPE FELIPE|EP AV AUTOPISTA DEL SALER 16 (JUNTO OCEANOGRAFIC)|
LS/SEMEREN|2074|0|0|23/01/2009|C DENTAL SEMERENA PEDROZA, S.L.|YECLA   7  BAJO|
LS/SCDJ|2321|0|0|23/01/2009|S C  DON JUAN DE AUSTRIA|DON JUAN DE AUSTRIA  38  5|
DESCON|28|0,79|0,91|23/01/2009|DESCONOCIDA||
C3/DESTETIC|30026|0|0|23/01/2009|ESTETICA ORAL BLASCO IBAÑEZ S.L.|AVDA BLASCO IBAÑEZ 64 ESC 2 3|
C3/DALIAGA|30102|0|0|23/01/2009|EMILIO ALIAGA BONICHE|JORGE JUAN 5  6|
C3/DESTETIC|30145|0|0|23/01/2009|ESTETICA ORAL BLASCO IBAÑEZ S.L.|AVDA BLASCO IBAÑEZ 64 ESC 2 3|
C3/DESTETIC|30226|0|0|23/01/2009|ESTETICA ORAL BLASCO IBAÑEZ S.L.|AVDA BLASCO IBAÑEZ 64 ESC 2 3|
LS/ESORIA|30235|0|0|23/01/2009|MARIA ELENA SORIA ROMERO -VALENCIA-|ALFREDO TORAN Y OLMOS 7 ENTLO B|
C3/DGIMENEZ|30520|0|0|23/01/2009|CLINICA DENTAL BEATRIZ GIMENEZ SIFRES|PASEO LUIS VIVES 9 ENLO|
C3/DMALEPAL|30528|0|0|23/01/2009|MALEPAL C.B.|PLAZA POETA LLORENTE 1 4|
C3/FERRAND|30541|0|0|23/01/2009|FERRANDIS Y ROMERO C.B.|VIRGEN DEL MILAGRO 4 16|
C3/DSALVATI|30588|0|0|23/01/2009|CLINICA DENTAL SALVATIERRA S.L.|CALLE CONDE SALVATIERRA 35 1 4|
C3/DRU|30872|0|0|23/01/2009|CLINICA DENTAL JOSE NELSON RU CEBALLOS|MARIANO LUIÑA 54 2|
LS/ABORONAT|31091|0|0|23/01/2009|ARACELI BORONAT LOPEZ-XATIVA|LA REINA 48 ESC B 1 C|
LS/RORTEGAS|31215|0|0|23/01/2009|ROBERTO ORTEGA SEGURA|FRANCISCO MORENO USEDO 25 BAJO|
LS/ODONTVAL|361|0|0|23/01/2009|INSTITUTO ODONTOLOGICO VALENCIA S.L.|GRA VIA MARQUES DEL TURIA 37 BAJOS|
Z0000000002|390|0|0|23/01/2009|CLINICA PEDIADENT S.L.|INGENIERO JOAQUIN BENLLOCH 10  8|
LS/SEMEREN|426|0|0|23/01/2009|C DENTAL SEMERENA PEDROZA, S.L.|YECLA   7  BAJO|
LS/PERISRI|4400|0|0|23/01/2009|JOSE MANUEL PERIS RIERA|SAN JUAN  17  1 (APTDO CORREOS 46)|
LS/PERISRI|4414|0|0|23/01/2009|JOSE MANUEL PERIS RIERA|SAN JUAN  17  1 (APTDO CORREOS 46)|
LS/CARNAU|4417|0|0|23/01/2009|CLINICA DENTAL ARNAU C.B.|MAYOR 95 ENTLO A|
LS/CARNAU|4424|0|0|23/01/2009|CLINICA DENTAL ARNAU C.B.|MAYOR 95 ENTLO A|
LS/CASTAÑ|4426|0|0|23/01/2009|ELENA CASTAÑER PEIRO|GRAN VIA FERNANDO EL CATOLICO 70 3 9|
LSESENCIAD|4436|0|0|23/01/2009|CTO ESPEC ODONTOLOGICAS ESENCIA DENTAL, S.L.|EXPLORADOR ANDRES 24 BAJO|
LS/ANTARES|4448|0|0|23/01/2009|CLINICA ANTARES|ABOGADO FAUSTO CARUANA  21|
